title,link
"파워포인트 PPT에서 발표 준비에 필요한 필수 기능들, 완벽한 발표를 위한 비결",https://4a7nvqlk.tistory.com/entry/%ED%8C%8C%EC%9B%8C%ED%8F%AC%EC%9D%B8%ED%8A%B8-PPT%EC%97%90%EC%84%9C-%EB%B0%9C%ED%91%9C-%EC%A4%80%EB%B9%84%EC%97%90-%ED%95%84%EC%9A%94%ED%95%9C-%ED%95%84%EC%88%98-%EA%B8%B0%EB%8A%A5%EB%93%A4-%EC%99%84%EB%B2%BD%ED%95%9C-%EB%B0%9C%ED%91%9C%EB%A5%BC-%EC%9C%84%ED%95%9C-%EB%B9%84%EA%B2%B0
[논문읽기] 영어논문 발표준비를 위한 파워포인트(PPT) 프레젠테이션 준비,https://anplab.tistory.com/37
"웨딩 ppt 완벽 가이드, 준비부터 발표까지",https://weddinginfo11.tistory.com/1441
<비즈니스 영어> 발표 준비 어떻게 돼 가 ? : How's your presentation going ?,https://ellead.tistory.com/553183
떨지 않고 발표 준비하는 방법,https://brunch.co.kr/@taekangk/94
발표 준비 - 예스24,https://www.yes24.com/Product/Search?query=%25EB%25B0%259C%25ED%2591%259C%2520%25EC%25A4%2580%25EB%25B9%2584
수시 발표를 성공적으로 준비하는 핵심 사항과 팁,https://vitacare.tistory.com/entry/%EC%88%98%EC%8B%9C-%EB%B0%9C%ED%91%9C%EB%A5%BC-%EC%84%B1%EA%B3%B5%EC%A0%81%EC%9C%BC%EB%A1%9C-%EC%A4%80%EB%B9%84%ED%95%98%EB%8A%94-%ED%95%B5%EC%8B%AC-%EC%82%AC%ED%95%AD%EA%B3%BC-%ED%8C%81
[해외] 학술 포스터 & 발표 준비,https://benn.tistory.com/84
"학위(학사, 석사) 논문 발표 준비 꿀 TIP",https://brbr5761.tistory.com/8
국제학술발표 준비를 위한 영어논문의 프레젠테이션화,https://ethinktank.tistory.com/9456311
파워포인트 PPT에서 발표 준비 단계별 체크리스트로 완벽하게 준비하는 법,https://4a7nvqlk.tistory.com/entry/%ED%8C%8C%EC%9B%8C%ED%8F%AC%EC%9D%B8%ED%8A%B8-PPT%EC%97%90%EC%84%9C-%EB%B0%9C%ED%91%9C-%EC%A4%80%EB%B9%84-%EB%8B%A8%EA%B3%84%EB%B3%84-%EC%B2%B4%ED%81%AC%EB%A6%AC%EC%8A%A4%ED%8A%B8%EB%A1%9C-%EC%99%84%EB%B2%BD%ED%95%98%EA%B2%8C-%EC%A4%80%EB%B9%84%ED%95%98%EB%8A%94-%EB%B2%95
준비 없이 발표하는 방법,https://ms3504k.tistory.com/72246
chat gpt 발표 준비하면서 느꼈던 점,https://jayeun0401.tistory.com/10
"산출물 PPT 제작 및 발표 방법과 꿀팁 [영재학급, 영재원 산출물 발표 준비 꿀팁]",https://chickenmoi.tistory.com/entry/%EC%82%B0%EC%B6%9C%EB%AC%BC-PPT-%EC%A0%9C%EC%9E%91-%EB%B0%8F-%EB%B0%9C%ED%91%9C-%EB%B0%A9%EB%B2%95%EA%B3%BC-%EA%BF%80%ED%8C%81-%EC%98%81%EC%9E%AC%ED%95%99%EA%B8%89-%EC%98%81%EC%9E%AC%EC%9B%90-%EC%82%B0%EC%B6%9C%EB%AC%BC-%EB%B0%9C%ED%91%9C-%EC%A4%80%EB%B9%84-%EA%BF%80%ED%8C%81
오피스365 Teams와 PowerPoint로 발표 준비 완벽 가이드,https://hodu9482.tistory.com/entry/%EC%98%A4%ED%94%BC%EC%8A%A4365-Teams%EC%99%80-PowerPoint%EB%A1%9C-%EB%B0%9C%ED%91%9C-%EC%A4%80%EB%B9%84-%EC%99%84%EB%B2%BD-%EA%B0%80%EC%9D%B4%EB%93%9C
정부지원사업 발표평가 준비하기,https://hotcoca.tistory.com/196
스타트업 대표님 창업 투자·지원 발표할때 이것 준비하셨죠 소설같은 창업이야기,https://magazine.hankyung.com/job-joy/article/202205092234d
기본에 충실한 논문발표 PPT 작성법 : 블로그,https://www.pptplug.com/class/?bmode=view&idx=14741892
AI를 활용하여 10분만에 깔끔한 발표자료 준비하는 법 | 파워포인트 없이 완벽한 PPT 만드는 법 : 감마 Gamma,https://theworld.tistory.com/entry/AI%EB%A5%BC-%ED%99%9C%EC%9A%A9%ED%95%98%EC%97%AC-10%EB%B6%84%EB%A7%8C%EC%97%90-%EA%B9%94%EB%81%94%ED%95%9C-%EB%B0%9C%ED%91%9C%EC%9E%90%EB%A3%8C-%EC%A4%80%EB%B9%84%ED%95%98%EB%8A%94-%EB%B2%95-%ED%8C%8C%EC%9B%8C%ED%8F%AC%EC%9D%B8%ED%8A%B8-%EC%97%86%EC%9D%B4-%EC%99%84%EB%B2%BD%ED%95%9C-PPT-%EB%A7%8C%EB%93%9C%EB%8A%94-%EB%B2%95-%EA%B0%90%EB%A7%88-Gamma
"완벽한 발표를 위한 효과적인 준비 & 연습 전략 | 발표, 프레젠테이션, 성공 전략, 자신감 향상",https://grea1.tistory.com/entry/%EC%99%84%EB%B2%BD%ED%95%9C-%EB%B0%9C%ED%91%9C%EB%A5%BC-%EC%9C%84%ED%95%9C-%ED%9A%A8%EA%B3%BC%EC%A0%81%EC%9D%B8-%EC%A4%80%EB%B9%84-%EC%97%B0%EC%8A%B5-%EC%A0%84%EB%9E%B5-%EB%B0%9C%ED%91%9C-%ED%94%84%EB%A0%88%EC%A0%A0%ED%85%8C%EC%9D%B4%EC%85%98-%EC%84%B1%EA%B3%B5-%EC%A0%84%EB%9E%B5-%EC%9E%90%EC%8B%A0%EA%B0%90-%ED%96%A5%EC%83%81
워크샵/워크숍 발표 노하우 | 사내 스피치 준비 | 가이드 | 팁,https://do-whatever.tistory.com/22
발표준비 0단계 부록 매거진,https://brunch.co.kr/magazine/presentation0
발표준비,https://wonc.tistory.com/entry/%EB%B0%9C%ED%91%9C%EC%A4%80%EB%B9%84
"싱가포르 IR 발표 준비를 위한 컨설팅 1부, 스타트업들의 자료 준비",https://ethinktank.tistory.com/9456326
발표준비,https://herbertyang.tistory.com/374
브런치 키워드: 발표준비,https://brunch.co.kr/keyword/%EB%B0%9C%ED%91%9C%EC%A4%80%EB%B9%84
"2024년 수화통역사 필기 실기 합격자 연수 시험일정, 합격자 발표날짜, 준비물, 합격률 총 정리",https://ibmun00.tistory.com/622
제일러가 알려주는 프리젠테이션 꿀팁 – 발표 준비 편 | 제일기획 블로그,https://blog.cheil.com/31395
"대학교 발표, 이렇게만 준비하세요! (떨지 않고 발표하는 팁)",https://jinsep0913.tistory.com/9
"성공적인 PT(프레젠테이션)발표를 위한 준비 사항, 꿀팁",https://bomlog12.tistory.com/entry/%EC%84%B1%EA%B3%B5%EC%A0%81%EC%9D%B8-PT%ED%94%84%EB%A0%88%EC%A0%A0%ED%85%8C%EC%9D%B4%EC%85%98%EB%B0%9C%ED%91%9C%EB%A5%BC-%EC%9C%84%ED%95%9C-%EC%A4%80%EB%B9%84-%EC%82%AC%ED%95%AD-%EA%BF%80%ED%8C%81
미국 학회 발표 참여 준비 (3) : 학회 발표 파일 올리기,https://kimhongsi.tistory.com/entry/%EB%AF%B8%EA%B5%AD-%ED%95%99%ED%9A%8C-%EB%B0%9C%ED%91%9C-%EC%B0%B8%EC%97%AC-%EC%A4%80%EB%B9%84-3-%ED%95%99%ED%9A%8C-%EB%B0%9C%ED%91%9C-%ED%8C%8C%EC%9D%BC-%EC%98%AC%EB%A6%AC%EA%B8%B0
"수능성적발표일 안내, 일정과 준비 방법 총정리",https://coupang2.tistory.com/entry/%EC%88%98%EB%8A%A5%EC%84%B1%EC%A0%81%EB%B0%9C%ED%91%9C%EC%9D%BC-%EC%95%88%EB%82%B4-%EC%9D%BC%EC%A0%95%EA%B3%BC-%EC%A4%80%EB%B9%84-%EB%B0%A9%EB%B2%95-%EC%B4%9D%EC%A0%95%EB%A6%AC
초등학교 반장선거 멘트 준비와 소견발표 방법,https://planking.tistory.com/87
미국 cpi 발표 오늘부터 준비하는 법,https://dagainfo.tistory.com/entry/%EB%AF%B8%EA%B5%AD-cpi-%EB%B0%9C%ED%91%9C-%EC%98%A4%EB%8A%98%EB%B6%80%ED%84%B0-%EC%A4%80%EB%B9%84%ED%95%98%EB%8A%94-%EB%B2%95
발표탐구자의 브런치스토리,https://brunch.co.kr/@thinkingcorp
[나만무] 최종 발표 후기,https://insengnewbie.tistory.com/424
발표준비 - 경향신문,https://www.khan.co.kr/article/201211141410571
예비창업패키지 발표평가 후기 / Q&A 예상질문 준비,https://missions-for-survival.tistory.com/25
생애 첫 웹 프론트엔드 개발자 컨퍼런스 발표를 준비하며... (feat. 테오콘),https://devowen.com/489
발표준비,https://peregrinate.tistory.com/7
발표 준비,https://economicslab.tistory.com/13735
"정부지원 사업계획서 작성방법, PPT발표 준비 방법 팁 :: 정보공유센터",https://goldsunshine.tistory.com/79
발표 시간 계산기/글자수 세기,https://makeit25.com/%EB%B0%9C%ED%91%9C-%EC%8B%9C%EA%B0%84/
PPT 파워포인트 슬라이드 쇼 발표자 노트 나만 보고 프레젠테이션 하는 방법,https://happy-virus81.tistory.com/437
"2024 예술활동준비금 창작준비금 결과 발표일, 지급일, 심의 기준",https://gold-life.tistory.com/entry/2024-%EC%98%88%EC%88%A0%ED%99%9C%EB%8F%99%EC%A4%80%EB%B9%84%EA%B8%88-%EC%B0%BD%EC%9E%91%EC%A4%80%EB%B9%84%EA%B8%88-%EA%B2%B0%EA%B3%BC-%EB%B0%9C%ED%91%9C%EC%9D%BC-%EC%A7%80%EA%B8%89%EC%9D%BC-%EC%8B%AC%EC%9D%98-%EA%B8%B0%EC%A4%80
예술활동증명 기준 - 예술인,https://www.kawfartist.kr/views/cms/hkor/cs/cs01/cs01005_01.jsp
일본어 주제 발표 준비와 표현법,https://pi0ysg.tistory.com/927
사진 갤러리 - 발표 준비,http://onlycross.net/index.php?mid=gallery&document_srl=3978
[이슈] 자립준비청년 지원 보완대책 발표,https://www.bokjiro.go.kr/ssis-tbu/cms/pc/news/news/1304143_1114.html
자립준비청년 지원 보완대책 발표,https://blog.bokjiro.go.kr/1277
발표준비#KR1 - 게임 전적,https://www.op.gg/summoners/kr/%EB%B0%9C%ED%91%9C%EC%A4%80%EB%B9%84-KR1
"2025 인천 고등학교 배정 발표: 일정, 기준, 준비 사항",https://thatstoryismine.tistory.com/325
대전 중학교 배정 발표: 2025학년도 대전 중학교 배정 일정과 준비 가이드,https://thatstoryismine.tistory.com/327
"""바드 발표 준비 부실했다""…구글서 커지는 피차이 CEO 비판",https://www.hankyung.com/article/202302121036i
"유틸렉스 항암치료제 임상 중간결과 발표 준비, 권병세 틈새시장 겨냥",https://www.businesspost.co.kr/BP?command=article_view&num=268024
성공적인 발표를 위한 PPT 작성법 및 발표 준비,http://academic.naver.com/article.naver?doc_id=965420293
원격 발표 준비를 위한 스마트폰 기반 비동기 피드백 공유 인터페이스,http://academic.naver.com/article.naver?doc_id=928132740
원격 발표 준비를 위한 스마트폰 기반 비동기 피드백 공유 인터페이스,http://academic.naver.com/article.naver?doc_id=879446974
원격 발표 준비를 위한 스마트폰 기반 비동기 피드백 공유 인터페이스,http://academic.naver.com/article.naver?doc_id=879446974
발표준비 안내,http://academic.naver.com/article.naver?doc_id=878408348
발표준비 안내,http://academic.naver.com/article.naver?doc_id=928994382
2016 춘계학술발표대회 준비위원회 조직 외,http://academic.naver.com/article.naver?doc_id=928456518
2016 춘계학술발표대회 준비위원회 조직 외,http://academic.naver.com/article.naver?doc_id=880822066
2005년도 춘계학술발표대회 준비위원,http://academic.naver.com/article.naver?doc_id=878622087
2005년도 춘계학술발표대회 준비위원,http://academic.naver.com/article.naver?doc_id=928015793
발표하기 전 준비 활동에 따른 발표 결과 비교 분석 : 초등학교 4학년을,http://academic.naver.com/article.naver?doc_id=74807346
대학생들의 조별발표수업 경험에 대한 교육적 의미 탐색,http://academic.naver.com/article.naver?doc_id=580509023
학문 목적 한국어 학습자의 발표 능력 향상을 위한 수업 연구,http://academic.naver.com/article.naver?doc_id=290229465
Poster 내용준비 및 발표를 위한 제반 유의사항,http://academic.naver.com/article.naver?doc_id=846548189
발표 불안이 높은 학습자를 위한 발표 교육 연구,http://academic.naver.com/article.naver?doc_id=247283039
Poster 내용준비 및 발표를 위한 제반 유의사항,http://academic.naver.com/article.naver?doc_id=36349542
포커스 : 부산신항 개장 D-3개월 브리핑 ; 신항 터미널운영사 선정안에 업,http://academic.naver.com/article.naver?doc_id=37015128
"[제3주제발표] 귀농·귀촌 준비 및 농어촌 정착 과정과 정책 수요 : ""시골",http://academic.naver.com/article.naver?doc_id=878634301
"[제3주제발표] 귀농·귀촌 준비 및 농어촌 정착 과정과 정책 수요 : ""시골",http://academic.naver.com/article.naver?doc_id=929393388
특집 <독일 신탁관리공사 모델을 통해 조망하는 한반도 통일 준비> 발표,http://academic.naver.com/article.naver?doc_id=157428265
특집 <독일 신탁관리공사 모델을 통해 조망하는 한반도 통일 준비> 발표,http://academic.naver.com/article.naver?doc_id=157428264
‘비판적 담화 분석’ 교수 모델에 근거한 발표 수행 결과,http://academic.naver.com/article.naver?doc_id=929346336
협동학습에 기반한 통합적 발표 토론 수업 연구,http://academic.naver.com/article.naver?doc_id=116470300
학문 목적 한국어 학습자의 실시간 온라인 발표 교육 연구,http://academic.naver.com/article.naver?doc_id=1016610894
요인분석을 통한 중국인 대학원생의 한국어 발표 불안 탐색,http://academic.naver.com/article.naver?doc_id=965140393
요인분석을 통한 중국인 대학원생의 한국어 발표 불안 탐색,http://academic.naver.com/article.naver?doc_id=1015345060
이공계열 대상 실시간 원격 발표 수업의 운영,http://academic.naver.com/article.naver?doc_id=822566931
요인분석을 통한 중국인 대학원생의 한국어 발표 불안 탐색,http://academic.naver.com/article.naver?doc_id=965204605
요인분석을 통한 중국인 대학원생의 한국어 발표 불안 탐색,http://academic.naver.com/article.naver?doc_id=966482730
<발표 1> 잠재프로파일 분석을 통한 저경력 교사의 교직 준비도 유형 분,http://academic.naver.com/article.naver?doc_id=1025735081
효과적 발표 교육을 위한 '333말하기' 프로그램의 설계 : 소통의 경험과,http://academic.naver.com/article.naver?doc_id=562426402
발표 활동에서 예비 과학교사들의 동료평가에 관한 결과와 인식 분석,http://academic.naver.com/article.naver?doc_id=32703765
[제2주제 발표1] 북핵문제와 남북관계 전망 : 미국의 차기 행정부와 북핵,http://academic.naver.com/article.naver?doc_id=668770927
기업의 채용 목적에 부합하는 맞춤형 취업지도 방안 연구 - 취업준비생,http://academic.naver.com/article.naver?doc_id=187878657
대학 교양 한국어 발표 수업에서 ‘동료 편집(Peer editing)’ 적용 논의,http://academic.naver.com/article.naver?doc_id=1019222951
대학 교양 한국어 발표 수업에서 ‘동료 편집(Peer editing)’ 적용 논의,http://academic.naver.com/article.naver?doc_id=1018982057
영화 영어에서 작업 기억을 돕는 장치에 관한 연구: 발표를 중심으로,http://academic.naver.com/article.naver?doc_id=922640898
"역전학습법이 일반물리학 수강생의 성취도, 수업준비시간 그리고 수업",http://academic.naver.com/article.naver?doc_id=175638977
학생 제작 발표 영상을 통한 구두 EFL 발표 수업에서의 경험적 학습 형성,http://academic.naver.com/article.naver?doc_id=871419320
자립준비청년의 자립 경험에 대한 국내 연구동향,http://academic.naver.com/article.naver?doc_id=1025732018
취업준비대학생의 자아존중감과 외모만족도가 취업스트레스와 진로성,http://academic.naver.com/article.naver?doc_id=774786885
죽음준비교육의 효과성에 대한 메타분석,http://academic.naver.com/article.naver?doc_id=171637821
모래상자 놀이의 과거와 미래 : 상담매체로 사용하기 위한 준비,http://academic.naver.com/article.naver?doc_id=56569903
다중흐름모형(MSF)을 적용한 자립준비청년 정책변동 과정 분석,http://academic.naver.com/article.naver?doc_id=1022717062
우울수준과 인지적 준비절차가 비디오피드백 후 발표불안 감소에 미치,http://academic.naver.com/article.naver?doc_id=9469248
L2 구두 발표 수업에서의 동료 평가: 양상과 효과,http://academic.naver.com/article.naver?doc_id=650629558
<화법과 작문> '발표' 교육의 실제와 개선 방향,http://academic.naver.com/article.naver?doc_id=949773012
이공계열 대상 실시간 원격 발표 수업의 운영,http://academic.naver.com/article.naver?doc_id=939962988
"대한전기협회, KEPIC 글로벌 표준 도약 준비 : ‘2021 KEPIC-Week’ 강원도 정",http://academic.naver.com/article.naver?doc_id=879266880
"관계부처 합동,「보호종료아동(자립준비청년) 지원강화 방안」발표",http://academic.naver.com/article.naver?doc_id=822776751
[주제발표1] 중등 발달장애 학생의 대학 진학 준비 체계 개발,http://academic.naver.com/article.naver?doc_id=880905961
임용고사를 준비하는 학생운동선수의 학교생활과 하위문화,http://academic.naver.com/article.naver?doc_id=77347059
"[자율주제발표 2] 재정분권, 지방교육재정은 어떻게 준비할 것인가?",http://academic.naver.com/article.naver?doc_id=938443547
"[자율주제발표 2-토론] ‘재정분권, 지방교육재정은 어떻게 준비할 것인",http://academic.naver.com/article.naver?doc_id=938443548
수용처치와 특질발표불안이 발표 상황에 대한 불안반응에 미치는 효과,http://academic.naver.com/article.naver?doc_id=157530325
중국 내 대학 한국어 전공자를 위한 발표 교육 방안 연구,http://academic.naver.com/article.naver?doc_id=630693754
"스포츠 전공 대학생-교수 간의 라포형성, 진로준비행동에 관계 연구 : 상",http://academic.naver.com/article.naver?doc_id=1017093569
[주제발표1] 중등 발달장애 학생의 대학 진학 준비 체계 개발,http://academic.naver.com/article.naver?doc_id=1018949579
글로컬대학30 지원사업 준비경험의 공유확산,http://academic.naver.com/article.naver?doc_id=1019251662
교원의 퇴직준비교육 요구조사 및 프로그램 설계,http://academic.naver.com/article.naver?doc_id=79134156
"[이슈리포트] KEPIC, 새로운 10년을 준비한다 : 새로운 비전 ‘신뢰받는 글",http://academic.naver.com/article.naver?doc_id=878263732
"[이슈리포트] KEPIC, 새로운 10년을 준비한다 : 새로운 비전 ‘신뢰받는 글",http://academic.naver.com/article.naver?doc_id=929512308
"[이슈리포트] KEPIC, 새로운 10년을 준비한다 : 새로운 비전 ‘신뢰받는 글",http://academic.naver.com/article.naver?doc_id=878263732
대학 신입생들의 발표불안에 관한 연구,http://academic.naver.com/article.naver?doc_id=1008145491
2012 네트워크 준비지수(NRI)에 대한 검토 : 2012 NRI 모형검증을 중심으로,http://academic.naver.com/article.naver?doc_id=78380728
"[이슈포커스] 문재인 정부, 한국판 뉴딜 발표하다 : 5년간 160조 원 투자·1",http://academic.naver.com/article.naver?doc_id=929512206
"[이슈포커스] 문재인 정부, 한국판 뉴딜 발표하다 : 5년간 160조 원 투자·1",http://academic.naver.com/article.naver?doc_id=880661536
"[이슈포커스] 문재인 정부, 한국판 뉴딜 발표하다 : 5년간 160조 원 투자·1",http://academic.naver.com/article.naver?doc_id=880661536
[발표_정신건강사회복지사의 존재 이유 – 커뮤니티 준비가 얼마나 되어,http://academic.naver.com/article.naver?doc_id=880638094
남녀대학생의 부모기 준비 교육프로그램 개발 및 참여효과,http://academic.naver.com/article.naver?doc_id=12450419
STEAM 프로젝트 결과의 국제 학술 대회 발표 경험에 관한 현상학적 연구,http://academic.naver.com/article.naver?doc_id=562430509
"현장사례발표 1 : 개정누리과정의 시작을 준비하며, 공간구성에서 놀이",http://academic.naver.com/article.naver?doc_id=940002777
미래를 준비하는 방위산업의 역할은? : ‘2019 방산정책 심포지엄’에서,http://academic.naver.com/article.naver?doc_id=879396253
미래를 준비하는 방위산업의 역할은? : ‘2019 방산정책 심포지엄’에서,http://academic.naver.com/article.naver?doc_id=928931188
미래를 준비하는 방위산업의 역할은? : ‘2019 방산정책 심포지엄’에서,http://academic.naver.com/article.naver?doc_id=879396253
내러티브 기반의 집단 언어중재 프로그램이 일대일 및 발표 상황에서 청,http://academic.naver.com/article.naver?doc_id=1024729357
"부유식 해상풍력 국제포럼 2019, 울산 먼바다 항해준비 완료! : 10월 21~23일",http://academic.naver.com/article.naver?doc_id=878515091
"부유식 해상풍력 국제포럼 2019, 울산 먼바다 항해준비 완료! : 10월 21~23일",http://academic.naver.com/article.naver?doc_id=929904177
"부유식 해상풍력 국제포럼 2019, 울산 먼바다 항해준비 완료! : 10월 21~23일",http://academic.naver.com/article.naver?doc_id=878515091
대학 신입생들의 발표불안에 관한 연구,http://academic.naver.com/article.naver?doc_id=921748673
한진해운‘준비안된 파산’되풀이 되지 않기를.. : 8월 26일 해운빌딩 50,http://academic.naver.com/article.naver?doc_id=585637635
대학 신입생들의 발표불안에 관한 연구,http://academic.naver.com/article.naver?doc_id=1028067791
정신건강사회복지사의 마약중독 개입과 준비,http://academic.naver.com/article.naver?doc_id=1008098715
중국인 학습자의 발표를 위한 교육 방안 연구 : 고급 단계 학습자를 대상,http://academic.naver.com/article.naver?doc_id=156054203
대입전형 준비 유형이 사교육비 지출에 미친 영향 분석 - 가구소득과 학,http://academic.naver.com/article.naver?doc_id=1010308566
대입전형 준비 유형이 사교육비 지출에 미친 영향 분석 - 가구소득과 학,http://academic.naver.com/article.naver?doc_id=1017224366
IFRS 시스템구축 컨설팅유형 및 도입준비기간이 IFRS 재무보고의 질에 미,http://academic.naver.com/article.naver?doc_id=78421538
조선 시대 전국 지지자료의 통합 DB 구축과 지지지식의 활용 - 한국역사,http://academic.naver.com/article.naver?doc_id=1008100096
우울수준과 인지적 준비가 비디오 피드백 처치 후의 발표불안 감소에 미,http://academic.naver.com/article.naver?doc_id=289832468
고등학생이 지각한 헬리콥터 부모역할과 진로준비행동의 관계: 학업성,http://academic.naver.com/article.naver?doc_id=965384440
중급 단계 유학생의 학문 목적 발표 능력 향상에 대한 제언: 교수자 9인,http://academic.naver.com/article.naver?doc_id=562512912
직장인의 발표경험과 발표능력에 관한 연구,http://academic.naver.com/article.naver?doc_id=80054398
[준비위원회 조직] 한국실내디자인학회 2015 추계학술발표대회,http://academic.naver.com/article.naver?doc_id=177051422
‘비판적 담화 분석’ 교수 모델에 근거한발표 수행 결과－경영학부와,http://academic.naver.com/article.naver?doc_id=1027888894
직업계고 학생들의 진로스트레스와 진로준비행동의 관계 분석,http://academic.naver.com/article.naver?doc_id=1001595608
한국경제지리학의 발전 성과와 미래를 위한 준비,http://academic.naver.com/article.naver?doc_id=50896040
